Geohash,vec
djgzu,0.48610000000000037 -0.13877999999999988 0.34829999999999983 -0.3367799999999997 -0.014096 0.2695699999999999 0.4695800000000003 0.4650500000000004 -0.2960999999999996 -0.2480700000000002 -0.6616 -0.01747100000000001 -0.3153900000000003 0.13042 0.33496000000000015 -0.6922799999999999 0.47009999999999974 0.19716999999999993 -0.36345999999999995 -0.18473999999999985 0.33394999999999997 -0.10953999999999998 1.4157000000000004 -0.5007799999999998 -0.07196200000000005 0.1567699999999999 0.2858400000000002 -0.29880999999999974 -0.43227000000000004 0.7604200000000004 0.29686000000000023 0.36242999999999986 0.4509700000000004 0.36256 -0.3467599999999999 -0.6035199999999997 0.30039999999999983 -0.1552300000000002 0.6533699999999996 0.050949999999999995 -0.03268300000000001 -0.1372200000000001 -0.3616600000000002 -0.7014899999999998 0.10573999999999996 0.7917500000000003 0.17621999999999996 -1.1439000000000006 0.5285399999999997 0.46706 0.052608000000000044 -0.5640299999999997 -0.10923000000000008 -0.960920000000001 -0.43616 -0.9178599999999995 -0.49076000000000053 -0.1918399999999999 0.35373000000000004 -0.4136200000000003 -0.6629499999999995 -0.41657000000000005 0.42841999999999947 0.74653 -0.23507999999999998 -0.3974499999999995 0.65409 0.6169599999999995 -0.33569999999999967 0.5250300000000001 -0.5321399999999994 0.32337000000000027 -0.14268000000000014 -0.33929999999999993 0.7221000000000001 -0.4933100000000002 0.06509199999999996 0.8711199999999998 0.18978 0.010104999999999989 -0.39602 0.08117300000000005 0.21334000000000003 -0.05795700000000003 -0.07462899999999995 -0.16366000000000006 -0.41401000000000004 -0.38147000000000014 -0.20382000000000017 0.5465699999999994 0.2488799999999998 -0.4261599999999997 -0.22894999999999988 0.05598999999999999 -0.01883400000000001 -0.012831999999999994 0.4695800000000003 0.00014234000000000013 -0.06832100000000005 0.11378000000000014
djgz7,0.4861000000000003 -0.13878000000000007 0.3482999999999992 -0.3367800000000002 -0.014096000000000013 0.26957000000000036 0.4695800000000004 0.46505000000000024 -0.2960999999999995 -0.24806999999999987 -0.6616 -0.01747100000000001 -0.31539000000000045 0.1304200000000002 0.33495999999999965 -0.6922799999999987 0.4700999999999999 0.1971699999999999 -0.36345999999999995 -0.1847399999999998 0.3339500000000006 -0.10954000000000007 1.4157000000000006 -0.5007799999999994 -0.07196200000000005 0.1567699999999999 0.2858400000000002 -0.2988099999999997 -0.43227 0.7604200000000015 0.29685999999999974 0.36242999999999986 0.4509700000000005 0.3625599999999994 -0.34675999999999985 -0.6035200000000008 0.30039999999999983 -0.15522999999999998 0.6533700000000007 0.05094999999999995 -0.03268300000000001 -0.13721999999999987 -0.3616600000000003 -0.7014899999999998 0.10574000000000003 0.7917500000000003 0.17622000000000024 -1.143900000000001 0.5285399999999997 0.4670599999999995 0.0526080000000001 -0.5640300000000005 -0.10923000000000009 -0.9609200000000012 -0.4361600000000004 -0.9178599999999997 -0.4907600000000009 -0.1918399999999996 0.35372999999999954 -0.41362000000000076 -0.6629500000000005 -0.41657 0.42841999999999963 0.74653 -0.23508 -0.39744999999999947 0.6540899999999986 0.6169599999999993 -0.3356999999999995 0.5250300000000004 -0.532139999999999 0.3233700000000004 -0.1426800000000002 -0.33930000000000055 0.7220999999999991 -0.4933100000000005 0.06509199999999996 0.8711199999999997 0.18978000000000028 0.010105000000000005 -0.3960199999999999 0.08117299999999993 0.21334000000000006 -0.05795700000000002 -0.0746289999999999 -0.16366000000000008 -0.41401000000000027 -0.38147000000000014 -0.2038200000000002 0.5465700000000003 0.24887999999999982 -0.4261599999999998 -0.2289499999999999 0.05599000000000005 -0.01883400000000001 -0.012831999999999979 0.4695800000000004 0.00014233999999999994 -0.06832100000000005 0.11378000000000017
dn5b7,-0.05346199999999999 -0.24840999999999983 0.30891000000000063 0.17963999999999958 -0.15787000000000032 0.19856000000000018 0.4199699999999995 -0.3330100000000006 -0.012028999999999984 -0.29242999999999975 -0.31109000000000003 0.5235199999999998 0.17786000000000035 0.3527300000000004 0.06312699999999997 0.10674999999999991 1.0867999999999978 0.09215899999999987 -0.6326999999999999 -0.2925700000000003 0.11937999999999976 -0.11585 0.78322 -0.14204999999999987 0.12172999999999996 0.48532000000000086 0.026356000000000004 -0.5639699999999995 -0.33290999999999926 0.6849599999999986 0.3269200000000004 0.775849999999999 0.6253099999999994 0.15126000000000017 -0.12509000000000012 0.04943600000000003 0.12467000000000004 0.1655999999999999 0.14837999999999993 0.19059000000000018 0.21603999999999968 0.25559000000000026 -0.2036900000000001 -0.42433000000000015 0.009399799999999991 -0.12782999999999994 0.35510000000000014 -1.196100000000001 0.8428699999999998 -0.08080700000000006 -0.20853999999999964 -0.8222000000000003 -0.20341999999999993 -0.35735999999999996 0.08019300000000015 -0.34108000000000066 0.6432900000000003 0.1313899999999998 -0.32387999999999983 0.38701999999999975 -0.15956000000000028 0.20771 0.008545200000000003 0.7700499999999991 -0.07979800000000006 -0.553730000000001 1.1434 0.6796500000000008 -0.13964999999999975 0.4881400000000007 -0.4515199999999999 0.1879500000000003 -0.43249999999999994 -0.4686599999999999 0.45836999999999994 0.15227999999999983 0.3401299999999994 0.27234999999999965 -0.11389999999999995 0.0972109999999999 -0.28283000000000036 0.47912000000000105 -0.21719000000000008 -0.4459299999999999 0.16075000000000014 0.6241199999999995 0.08933099999999983 -0.5484799999999996 0.09725599999999984 0.2630899999999995 1.0357999999999996 -0.22222000000000006 -0.4448000000000006 0.1914499999999998 -0.3304599999999996 -0.1200500000000002 0.23864999999999983 0.07443600000000013 0.2567899999999998 0.2576999999999999
dn5bk,-0.0534619999999999 -0.24840999999999983 0.30891000000000024 0.17963999999999947 -0.1578700000000002 0.19856000000000026 0.41996999999999945 -0.33301000000000086 -0.012029000000000008 -0.29242999999999997 -0.31109000000000003 0.5235199999999992 0.17786000000000005 0.35273000000000054 0.06312699999999989 0.10674999999999991 1.0867999999999978 0.09215900000000006 -0.6326999999999999 -0.2925700000000003 0.11937999999999972 -0.11585 0.78322 -0.14204999999999984 0.12172999999999982 0.48532000000000103 0.026355999999999956 -0.5639699999999991 -0.332909999999999 0.6849599999999996 0.3269200000000006 0.7758500000000008 0.6253099999999993 0.15126000000000028 -0.12509000000000012 0.04943600000000003 0.12467000000000004 0.16560000000000014 0.14837999999999982 0.1905900000000002 0.21603999999999965 0.2555900000000006 -0.20369000000000054 -0.42432999999999943 0.009399799999999982 -0.1278299999999998 0.35510000000000014 -1.196100000000001 0.8428700000000012 -0.08080700000000006 -0.20853999999999956 -0.8221999999999988 -0.20342000000000032 -0.35735999999999996 0.08019300000000008 -0.34108000000000016 0.6432899999999991 0.13138999999999978 -0.3238800000000002 0.38701999999999975 -0.15956000000000017 0.20770999999999964 0.00854520000000001 0.7700499999999988 -0.0797980000000001 -0.5537300000000012 1.1434000000000009 0.6796499999999998 -0.13964999999999972 0.48814000000000085 -0.45152000000000053 0.18795000000000042 -0.4324999999999992 -0.4686599999999999 0.45837000000000055 0.1522799999999999 0.3401299999999999 0.27234999999999965 -0.11389999999999975 0.09721099999999985 -0.28283000000000025 0.4791200000000012 -0.2171899999999997 -0.4459299999999991 0.16075000000000014 0.62412 0.08933099999999977 -0.5484799999999992 0.09725599999999983 0.26308999999999916 1.0357999999999983 -0.22222000000000006 -0.44480000000000064 0.19144999999999976 -0.33046 -0.12005000000000039 0.23864999999999983 0.0744360000000002 0.25678999999999946 0.2576999999999999
dn5be,-0.053461999999999975 -0.24840999999999985 0.30890999999999996 0.17964 -0.15786999999999998 0.19855999999999996 0.4199699999999999 -0.33300999999999986 -0.012029000000000005 -0.2924300000000002 -0.31109000000000003 0.5235199999999997 0.17785999999999993 0.35273 0.06312699999999999 0.10674999999999993 1.0868 0.09215900000000005 -0.6326999999999999 -0.29256999999999983 0.11938000000000003 -0.11585 0.78322 -0.1420500000000001 0.12172999999999992 0.4853199999999998 0.026356000000000008 -0.5639699999999999 -0.33291 0.6849600000000001 0.32692000000000004 0.7758499999999997 0.6253100000000003 0.15126000000000006 -0.12509000000000003 0.04943600000000002 0.12467000000000004 0.16560000000000002 0.14837999999999998 0.19059 0.2160399999999999 0.2555899999999998 -0.20368999999999995 -0.4243299999999999 0.009399800000000005 -0.12782999999999992 0.35510000000000014 -1.1961000000000004 0.8428700000000001 -0.08080700000000002 -0.20854000000000011 -0.8221999999999999 -0.20342000000000007 -0.35735999999999996 0.08019299999999997 -0.3410799999999999 0.6432900000000003 0.1313900000000001 -0.32388000000000006 0.3870199999999998 -0.15955999999999995 0.20770999999999992 0.008545200000000001 0.7700500000000002 -0.07979800000000001 -0.5537299999999999 1.1434 0.67965 -0.13965000000000002 0.4881399999999997 -0.45152000000000025 0.18794999999999995 -0.43249999999999983 -0.4686599999999999 0.4583700000000003 0.15228000000000008 0.34013000000000004 0.2723500000000001 -0.11390000000000008 0.09721100000000003 -0.2828299999999999 0.47912 -0.2171900000000001 -0.44593000000000016 0.16075000000000006 0.6241199999999998 0.08933100000000004 -0.5484799999999997 0.09725599999999995 0.26309 1.0358000000000007 -0.22222000000000006 -0.44480000000000025 0.19144999999999998 -0.3304600000000002 -0.12005 0.23864999999999986 0.07443599999999996 0.25678999999999985 0.2576999999999999
djup0,0.12464999999999997 -0.20846 -0.11229999999999998 -0.8124499999999998 0.038721 -0.37272000000000005 -0.13523 -0.022720000000000008 -0.06962 -0.13187999999999994 0.26698000000000016 -0.49333999999999995 0.1955 0.29948 -0.03672299999999998 -0.6128599999999996 0.4367999999999999 0.9772099999999998 -0.28158 0.7835199999999998 -0.08751200000000002 -0.07281800000000004 0.83499 -0.036206999999999996 0.3444399999999998 0.40120000000000006 0.12754999999999997 -0.13675000000000004 -0.3144299999999998 0.33356000000000013 -0.4352 -0.0009335299999999996 0.6082699999999996 0.2766000000000001 -0.13309000000000004 0.0069399 0.20657000000000006 0.24763 0.5241799999999999 0.42109999999999986 0.25255000000000005 0.06599599999999996 0.04952500000000001 0.12958999999999998 -0.10867000000000003 -0.16414000000000006 0.3372700000000001 -0.33656000000000025 0.38318 0.2797 0.023324000000000008 0.01948 -0.014575000000000003 -0.7351100000000003 -0.3315799999999998 -1.0843999999999998 -0.19724999999999998 -0.19356999999999994 0.015529999999999993 0.03881400000000001 0.29568 -0.08525699999999996 0.6304999999999997 0.2379300000000001 -0.0016110000000000007 -0.4707000000000002 1.0977 0.78838 -0.3677 0.5279699999999999 -0.4554500000000002 0.25061 -0.8684399999999998 -0.8374099999999999 0.27894000000000013 -0.28463 -0.19209999999999997 0.24333999999999992 0.2043499999999999 0.023052999999999994 0.14184000000000005 0.2660799999999999 0.08183199999999996 -0.41038999999999975 0.2995099999999999 0.051459999999999985 0.15920000000000012 -0.8232199999999995 0.04624700000000002 0.01635900000000001 -0.3804100000000001 -0.28082999999999997 -0.3227200000000001 0.30217999999999995 -0.3175400000000001 0.8159500000000004 0.0009996500000000001 0.24676999999999993 -0.5678800000000002 -0.31353000000000003
djupe,0.4142700000000001 0.13342999999999997 1.2335 -0.33168 0.41453 0.23849000000000004 0.6238 0.31851 -0.020931 0.21463000000000004 -1.0498 0.20130999999999993 0.32447999999999994 -0.054869 -0.23654 -0.39481000000000005 0.64025 0.070616 -0.18111 -0.2339 -0.30861 -0.20785999999999996 0.9535 0.22256000000000004 -0.26165 -0.13965000000000002 0.37083999999999995 -0.61003 -0.7131 0.9752400000000001 0.12562000000000004 -0.080982 0.18662 0.08477100000000001 -0.6265200000000001 -0.41257000000000005 0.08946200000000001 0.01701 1.0141 -0.0064262 0.12650000000000003 -0.077223 -0.59992 -0.8844599999999999 -0.7031400000000001 0.53689 0.65977 -0.60139 0.23166 0.19428 -0.8289600000000001 -0.9713700000000001 -0.8229499999999998 -0.7659700000000002 -0.3452700000000001 0.26601 0.51728 -0.16681 0.31287 -0.87099 -0.31295999999999996 0.07790600000000002 0.45221 0.32769 -0.32217999999999997 -0.9173600000000002 0.4454600000000001 0.42247000000000007 -0.020604 1.2833000000000003 -0.61796 0.28329 -0.27915 -0.5230899999999999 0.31938 -0.20283999999999996 0.96253 0.63732 -0.04518 -0.18351999999999996 0.3551099999999999 0.19985999999999998 -0.22453000000000006 0.18486 -0.2708 -0.29956 0.028812 0.072517 0.29322 0.45461000000000007 0.8506 -0.45041999999999993 -0.9410600000000001 0.17728999999999998 -0.52725 0.26176 0.75455 0.064345 0.30944 0.030608
dhwfy,0.27395999999998916 0.0928280000000077 0.38977999999997615 -0.409380000000045 0.8925499999998825 1.2065000000000607 0.5373300000000787 1.3110999999999748 0.4971900000000378 0.26722999999997843 -1.1197000000001347 -0.751309999999994 0.013531000000000383 0.000909759999999926 -0.05421999999999158 -0.6046799999999398 0.9859900000000754 0.37681999999996335 -0.010730000000000281 0.7846300000000846 -0.49328000000003336 -0.2023500000000189 0.49575999999992887 -0.7682500000000618 -0.4437899999999565 0.19545999999999486 0.32238000000002554 -0.9413599999998741 -0.6842200000000717 0.21790000000002155 -0.03167300000000393 0.2599299999999902 0.391630000000042 0.3857200000000406 -0.6621500000000845 -0.4560599999999814 -0.13225999999998192 -0.36098999999998294 0.21109999999998888 -0.061239000000000474 -0.5826600000000269 -0.612450000000055 -0.22498999999999286 0.20506000000000302 0.05823600000000474 0.4399300000000038 1.0740999999998773 -0.39261000000000956 0.38577000000000256 0.041576999999997234 -0.22058999999997664 -0.022998000000001035 -0.006465499999999471 -1.3256000000000827 0.30721999999996363 0.35445000000000043 0.4936299999999656 -0.6090199999999588 0.049256000000008474 -0.6281899999999446 -1.0622000000000942 0.015220999999997913 0.735790000000012 0.13706000000001317 -0.35723000000003374 -0.8737000000000801 -1.105400000000135 -0.3599799999999971 0.9269500000000298 0.8003300000000266 -0.2911500000000132 0.5163499999999759 0.056294999999995404 -0.011539999999998015 0.9083899999998992 0.2782700000000173 0.4855299999999545 0.5827599999998985 0.2805299999999989 0.14206999999999126 -0.16231000000001525 -0.12269000000000721 -0.33272000000003726 0.8559599999999298 0.7936900000000798 -0.06704999999999554 -0.030476999999997634 0.6471499999998898 0.12954999999999517 0.051967999999992964 -0.3842500000000312 -0.1199500000000102 -1.1113999999998383 -0.4398299999999516 -0.41132999999994707 0.25208999999996917 0.5198799999999382 0.110189999999991 0.8846999999999092 0.11752999999999011
dhwfd,0.2739599999999934 0.09282799999999819 0.3897799999999886 -0.4093799999999988 0.8925500000000217 1.206500000000005 0.5373299999999974 1.3110999999999684 0.497190000000001 0.2672300000000006 -1.1196999999999826 -0.7513099999999912 0.013531000000000296 0.0009097599999999981 -0.054220000000000705 -0.6046800000000007 0.9859899999999935 0.3768200000000061 -0.010730000000000142 0.7846299999999943 -0.49328000000001504 -0.202349999999997 0.49576000000000886 -0.7682499999999899 -0.44378999999999436 0.19545999999999755 0.32238000000000594 -0.9413600000000124 -0.6842199999999891 0.21789999999999282 -0.03167300000000008 0.2599299999999975 0.39163000000000825 0.385719999999995 -0.6621499999999971 -0.4560599999999901 -0.1322600000000017 -0.36099000000000286 0.21109999999999438 -0.061239000000000404 -0.5826600000000015 -0.6124499999999967 -0.2249899999999962 0.20506000000000266 0.05823600000000002 0.43993000000000326 1.0741000000000231 -0.39260999999999363 0.385769999999992 0.041576999999998865 -0.22058999999999532 -0.022998000000000376 -0.006465500000000012 -1.3255999999999657 0.3072199999999918 0.3544499999999983 0.4936300000000053 -0.6090199999999892 0.049255999999999765 -0.6281900000000106 -1.0622000000000036 0.01522100000000028 0.7357899999999825 0.1370599999999997 -0.35723000000000293 -0.8736999999999951 -1.1053999999999877 -0.3599800000000042 0.9269500000000138 0.8003300000000084 -0.2911500000000006 0.5163499999999912 0.05629499999999955 -0.011540000000000097 0.908390000000028 0.2782700000000031 0.4855300000000002 0.5827600000000055 0.28052999999999895 0.14206999999999817 -0.16230999999999815 -0.12269000000000288 -0.33271999999999574 0.8559599999999901 0.7936899999999921 -0.06704999999999924 -0.030477000000000084 0.6471500000000087 0.12954999999999706 0.05196800000000081 -0.38425000000000564 -0.11995000000000033 -1.111400000000003 -0.43982999999998845 -0.4113300000000091 0.252090000000005 0.5198799999999895 0.11019000000000137 0.8846999999999843 0.11752999999999997
dhwfw,0.2739599999999888 0.09282800000002375 0.3897799999999752 -0.4093800000000486 0.8925499999998742 1.2065000000001203 0.5373300000000899 1.3111000000002626 0.4971900000000406 0.26722999999996055 -1.119699999999892 -0.7513099999998745 0.01353100000000039 0.0009097600000000362 -0.05421999999998986 -0.6046800000000873 0.9859899999999185 0.3768199999999596 -0.010729999999998538 0.7846300000000922 -0.4932799999999826 -0.20235000000002065 0.4957599999998812 -0.7682500000000682 -0.4437899999999521 0.1954599999999661 0.32238000000003975 -0.9413599999999905 -0.68422000000008 0.21790000000004855 -0.03167300000000674 0.25993000000002625 0.39163000000005427 0.3857200000001025 -0.6621500000000935 -0.4560600000000387 -0.1322600000000073 -0.36099000000003345 0.21109999999998846 -0.061239000000000474 -0.5826600000000289 -0.6124499999999066 -0.2249899999999989 0.2050599999999963 0.05823600000000248 0.4399299999999604 1.0740999999998564 -0.39260999999996365 0.38576999999995526 0.04157700000000441 -0.22058999999995077 -0.022998000000001087 -0.0064654999999990085 -1.3256000000000965 0.3072200000000257 0.3544499999999363 0.4936299999999565 -0.6090199999999292 0.04925600000001037 -0.628190000000088 -1.0622000000001663 0.015220999999997535 0.7357899999999125 0.13706000000001536 -0.3572300000000471 -0.8737000000000866 -1.105400000000217 -0.35998000000005964 0.9269499999999025 0.8003300000000281 -0.2911500000000142 0.5163499999999409 0.05629499999998915 -0.01153999999999751 0.9083899999999081 0.27826999999995355 0.48552999999994473 0.5827600000000017 0.2805299999999989 0.1420700000000248 -0.16230999999998713 -0.12268999999999503 -0.3327199999999832 0.8559599999999723 0.7936900000001991 -0.06704999999999527 -0.030477000000000407 0.6471499999998529 0.1295500000000214 0.05196799999999126 -0.38425000000004306 -0.11995000000001259 -1.1113999999998168 -0.439829999999943 -0.4113299999999333 0.25208999999996357 0.5198799999999008 0.11019000000000125 0.8846999999998975 0.11752999999998935
dhwft,0.273959999999989 0.09282800000001586 0.38977999999997565 -0.4093800000000469 0.8925499999998281 1.206500000000091 0.5373300000000844 1.3111000000001212 0.49719000000003927 0.2672299999999693 -1.11970000000005 -0.7513099999999332 0.013531000000000386 0.0009097599999999162 -0.054219999999990706 -0.6046800000000134 0.9859900000000849 0.3768199999999614 -0.010729999999999395 0.7846300000000885 -0.4932800000000523 -0.20235000000001982 0.4957599999999046 -0.768250000000065 -0.44378999999993035 0.19545999999998023 0.32238000000003275 -0.9413599999998618 -0.6842200000000759 0.2179000000000353 -0.03167300000000536 0.2599299999999895 0.3916300000000483 0.3857200000000721 -0.6621500000000891 -0.4560599999999811 -0.13225999999998644 -0.36099000000000864 0.21109999999998866 -0.061239000000000474 -0.5826600000000279 -0.6124499999999795 -0.22498999999998257 0.20506000000000305 0.05823600000000781 0.4399300000000038 1.0740999999998668 -0.39260999999998625 0.3857699999999785 0.041577000000000884 -0.22058999999996348 -0.022998000000001063 -0.006465499999999098 -1.3256000000000898 0.3072199999999952 0.35444999999996785 0.49362999999996093 -0.6090199999999437 0.04925600000000944 -0.6281900000000175 -1.0622000000001308 0.01522099999999772 0.7357899999999614 0.13706000000001428 -0.3572300000000405 -0.8737000000000834 -1.1054000000001767 -0.3599800000000289 0.9269500000000305 0.8003300000000274 -0.2911500000000137 0.5163499999999581 0.056294999999992226 -0.011539999999997759 0.9083899999998464 0.2782699999999953 0.4855299999999495 0.5827599999999412 0.2805299999999989 0.14207000000000436 -0.16231000000000095 -0.12269000000001196 -0.3327200000000098 0.8559599999999189 0.7936900000001404 -0.0670499999999954 -0.030476999999996385 0.647149999999871 0.12954999999999878 0.0519679999999921 -0.38425000000003723 -0.11995000000001142 -1.1113999999998274 -0.43982999999992517 -0.4113299999999401 0.25208999999996634 0.5198799999999191 0.11018999999999059 0.8846999999998568 0.11752999999998973
dhwgr,0.2739599999999897 0.09282799999999754 0.3897799999999778 -0.4093800000000386 0.8925500000000264 1.206499999999956 0.5373300000000591 1.3110999999999178 0.49719000000003283 0.26723000000000985 -1.1197000000000987 -0.7513100000000666 0.01353100000000037 0.0009097599999999597 -0.0542199999999946 -0.604679999999954 0.9859900000000428 0.37681999999996996 -0.010730000000000323 0.7846300000000714 -0.49327999999996797 -0.20235000000001582 0.4957600000000128 -0.7682500000000507 -0.44379000000002344 0.19546000000001673 0.32238000000000067 -0.9413599999999167 -0.684220000000057 0.217899999999988 -0.03167299999999898 0.25993000000002064 0.3916300000000205 0.38571999999999296 -0.6621500000000686 -0.4560599999999826 -0.13225999999998683 -0.360989999999975 0.2110999999999896 -0.06123900000000046 -0.5826600000000235 -0.612450000000044 -0.22499000000001856 0.205060000000003 0.058235999999995576 0.4399300000000037 1.0740999999999143 -0.39261000000003426 0.3857700000000247 0.04157699999999803 -0.22059000000000967 -0.022998000000000945 -0.006465500000000113 -1.325600000000059 0.3072199999999893 0.3544500000000266 0.4936299999999817 -0.6090200000000109 0.049256000000005136 -0.6281899999999463 -1.0621999999999672 0.015220999999998578 0.7357900000000368 0.13706000000000934 -0.35723000000001026 -0.8737000000000685 -1.1053999999999902 -0.3599799999999689 0.9269500000000277 0.8003300000000242 -0.2911500000000115 0.5163500000000374 0.05629500000000394 -0.011539999999998905 0.9083900000000463 0.27827000000001534 0.4855299999999718 0.5827599999999706 0.2805299999999989 0.1420699999999922 -0.16231000000000695 -0.12268999999999078 -0.3327200000000251 0.8559599999999673 0.7936899999999762 -0.06704999999999604 -0.030477000000001895 0.6471499999999546 0.12954999999999542 0.051967999999995976 -0.3842500000000103 -0.11995000000000601 -1.111399999999876 -0.43983000000001715 -0.41132999999997133 0.2520899999999791 0.519880000000004 0.11018999999999239 0.8847000000000422 0.11752999999999146
dhwf5,0.27395999999998977 0.09282799999999754 0.38977999999997787 -0.4093800000000385 0.8925500000000264 1.2064999999999544 0.5373300000000588 1.311099999999918 0.4971900000000328 0.26723000000001035 -1.1197000000000983 -0.7513100000000664 0.01353100000000037 0.0009097599999999602 -0.05421999999999464 -0.6046799999999543 0.9859900000000423 0.37681999999997007 -0.01073000000000031 0.7846300000000712 -0.4932799999999669 -0.20235000000001577 0.49576000000001413 -0.7682500000000505 -0.44379000000002333 0.19546000000001668 0.3223800000000003 -0.9413599999999175 -0.6842200000000568 0.21789999999998802 -0.0316729999999989 0.25993000000002114 0.3916300000000202 0.38571999999999296 -0.6621500000000684 -0.4560599999999826 -0.13225999999998692 -0.36098999999997544 0.21109999999998963 -0.06123900000000046 -0.5826600000000234 -0.6124500000000438 -0.22499000000001837 0.205060000000003 0.05823599999999559 0.4399300000000037 1.0740999999999148 -0.3926100000000338 0.3857700000000243 0.04157699999999808 -0.2205900000000096 -0.022998000000000945 -0.006465500000000108 -1.3256000000000585 0.3072199999999897 0.35445000000002647 0.4936299999999819 -0.6090200000000117 0.04925600000000508 -0.6281899999999465 -1.0621999999999652 0.01522099999999859 0.735790000000036 0.13706000000000929 -0.3572300000000099 -0.8737000000000683 -1.1053999999999877 -0.359979999999969 0.9269500000000277 0.8003300000000242 -0.29115000000001146 0.5163500000000384 0.056295000000003925 -0.01153999999999892 0.9083900000000463 0.2782700000000153 0.4855299999999721 0.5827599999999717 0.2805299999999989 0.14206999999999223 -0.1623100000000067 -0.12268999999999074 -0.3327200000000246 0.8559599999999679 0.7936899999999762 -0.06704999999999606 -0.03047700000000188 0.6471499999999556 0.12954999999999545 0.051967999999996024 -0.38425000000001 -0.11995000000000594 -1.1113999999998767 -0.43983000000001704 -0.4113299999999717 0.2520899999999793 0.519880000000005 0.11018999999999242 0.884700000000042 0.11752999999999147
dhwfk,0.2739599999999898 0.09282799999999755 0.38977999999997814 -0.4093800000000374 0.8925500000000263 1.2064999999999364 0.5373300000000555 1.3110999999999193 0.4971900000000319 0.2672300000000158 -1.119700000000092 -0.7513100000000641 0.013531000000000369 0.000909759999999966 -0.05421999999999516 -0.6046799999999567 0.9859900000000368 0.37681999999997123 -0.010730000000000179 0.7846300000000689 -0.49327999999997 -0.20235000000001524 0.49576000000001536 -0.7682500000000486 -0.44379000000002256 0.1954600000000161 0.322379999999996 -0.9413599999999248 -0.6842200000000543 0.21789999999998816 -0.03167299999999854 0.2599300000000254 0.39163000000001646 0.385719999999993 -0.6621500000000656 -0.4560599999999828 -0.13225999999998775 -0.3609899999999802 0.21109999999998977 -0.06123900000000046 -0.5826600000000228 -0.6124500000000414 -0.22499000000001645 0.205060000000003 0.05823599999999571 0.4399300000000037 1.0740999999999212 -0.39261000000002927 0.3857700000000198 0.041576999999998636 -0.22059000000000922 -0.02299800000000093 -0.006465500000000057 -1.3256000000000545 0.3072199999999945 0.35445000000002547 0.49362999999998464 -0.6090200000000207 0.04925600000000451 -0.6281899999999493 -1.0621999999999434 0.015220999999998704 0.7357900000000267 0.13706000000000862 -0.3572300000000058 -0.8737000000000663 -1.1053999999999629 -0.3599799999999702 0.9269500000000273 0.8003300000000237 -0.2911500000000112 0.5163500000000454 0.05629500000000381 -0.011539999999999074 0.9083900000000459 0.27827000000001495 0.4855299999999751 0.5827599999999842 0.2805299999999989 0.14206999999999237 -0.16231000000000406 -0.12268999999999161 -0.33272000000001917 0.8559599999999744 0.7936899999999767 -0.06704999999999614 -0.030477000000001694 0.6471499999999668 0.12954999999999547 0.05196799999999654 -0.38425000000000636 -0.11995000000000522 -1.1113999999998834 -0.43983000000001626 -0.41132999999997594 0.25208999999998094 0.5198800000000143 0.11018999999999265 0.8847000000000405 0.11752999999999171
dhwg7,0.2739599999999949 0.09282799999999845 0.38977999999999297 -0.4093799999999988 0.8925500000000197 1.206500000000005 0.5373299999999974 1.3110999999999893 0.4971899999999928 0.26723000000000524 -1.1196999999999873 -0.7513099999999916 0.013531000000000267 0.0009097599999999881 -0.05422000000000068 -0.604679999999992 0.9859900000000094 0.3768200000000052 -0.010730000000000016 0.7846299999999947 -0.49328000000001154 -0.20234999999999742 0.49576000000000603 -0.7682499999999968 -0.4437899999999948 0.1954599999999977 0.3223800000000049 -0.941360000000007 -0.6842199999999911 0.21789999999999476 -0.0316730000000005 0.25992999999999755 0.3916300000000047 0.38571999999999584 -0.6621499999999971 -0.45605999999999314 -0.13226000000000154 -0.36098999999999926 0.2110999999999963 -0.06123900000000039 -0.5826599999999924 -0.6124500000000054 -0.22498999999999766 0.20506000000000252 0.05823600000000072 0.4399300000000031 1.0741000000000174 -0.3926099999999945 0.38576999999999567 0.04157699999999952 -0.22058999999999576 -0.022998000000000143 -0.006465500000000012 -1.3255999999999863 0.3072199999999974 0.354450000000002 0.4936299999999968 -0.6090199999999899 0.04925599999999977 -0.6281900000000085 -1.0621999999999847 0.015221000000000255 0.7357899999999915 0.13706000000000224 -0.35722999999999927 -0.8736999999999918 -1.105400000000008 -0.3599800000000033 0.9269500000000082 0.800330000000002 -0.2911499999999961 0.516349999999992 0.05629499999999915 -0.011540000000000095 0.9083900000000205 0.2782699999999981 0.485529999999995 0.5827600000000049 0.28052999999999895 0.14207000000000064 -0.16231000000000026 -0.12269000000000206 -0.332719999999996 0.8559599999999891 0.7936899999999987 -0.06705000000000048 -0.03047700000000041 0.6471500000000081 0.12954999999999775 0.051968000000000396 -0.3842500000000048 -0.11995000000000194 -1.111400000000003 -0.4398299999999896 -0.4113300000000057 0.2520900000000036 0.5198800000000005 0.11019000000000186 0.8846999999999855 0.11753000000000136
